b|jdbc-join|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:40:42
b|jdbc-inbatch|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:47:16
b|lazy|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:54:19
b|lazy-unbounded|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:09:54
b|joinfetch|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:25:00
b|byid|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:32:04
b|inbatch|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:46:09
b|inbatch-nodup|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:52:44
b|batchfetch|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 04:59:18
b|jdbc-join|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:05:52
b|jdbc-inbatch|5000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:12:25
b|lazy|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:23:10
b|lazy-unbounded|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:33:54
b|joinfetch|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:44:37
b|byid|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 05:55:21
b|inbatch|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:06:05
b|inbatch-nodup|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:20:54
b|batchfetch|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:24:37
b|jdbc-join|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:28:19
b|jdbc-inbatch|10000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:32:11
b|lazy|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:36:37
b|lazy-unbounded|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:41:14
b|joinfetch|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:45:21
b|byid|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:49:44
b|inbatch|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:53:44
